,line,Phrasal_Cmp,Clausal_Cmp,Implicit_Cmp,More_Cmp,ER_Cmp,answer_id,level_id,class_id,question_id,version,text_len,sentence_len,COLA_T5large,gpt2_target_surprisal,distilgpt2_target_surprisal,gptneo_target_surprisal,davinci002_target_surprisal,llama2_target_surprisal,gpt2_sent_surprisal,distilgpt2_sent_surprisal,gptneo_sent_surprisal,davinci002_sent_surprisal,llama2_sent_surprisal,gpt2_len_tokens,distilgpt2_len_tokens,gptneo_len_tokens,tag,Writing_Sample,Writing_Proficiency,target_issue_flag
325,325,1,0,0,1,0,15031,3,g,2178,1,94,11,0,7.2,8.81,7.44,4.726,5.81,3.93,3.99,3.84,4.98,3.3,11,11,11,,2,low,
326,326,0,0,1,0,1,15514,4,w,2206,1,210,16,1,6.62,7.82,7.21,,6.7,3.65,4.41,3.34,,3.16,19,19,19,,3.8,high,
327,327,0,0,1,0,1,15677,4,w,2277,1,424,16,0,4.92,5.81,5.4,2.636,3.33,4.5,4.75,4.03,4.5,3.93,17,17,17,,3.8,high,
328,328,0,0,1,0,1,15677,4,w,2277,1,424,16,0,14.6,14.03,14.11,9.802,12.07,4.73,5.21,4.81,4.83,4.49,19,19,19,,3.8,high,
329,329,0,0,1,0,1,15677,4,w,2277,1,424,9,1,12.43,12.64,7.54,2.553,7.06,6.35,7.59,5.51,6.1,5.44,8,8,8,,3.8,high,
330,330,1,0,0,0,1,17906,3,g,2461,1,275,13,1,9.42,8.23,10.59,,2.28,3.81,3.81,3.1,,3.53,23,23,23,0,3.8,high,
331,331,1,0,0,0,1,17906,3,g,2461,1,275,11,1,15.33,17.54,17.11,,18.29,5.22,5.49,5.56,,5.75,16,16,16,0,3.8,high,
332,332,0,0,1,0,1,17906,3,g,2461,1,275,15,1,6.61,5.69,5.11,3.06,6.22,3.47,3.58,3.24,3.85,3.76,17,17,17,,3.8,high,
333,333,1,0,0,1,0,15183,5,g,2208,1,218,12,0,5.51,5.3,5.96,4.21,5.74,4.3,4.53,4.42,4.9,4.57,11,11,11,,3.3,high,
334,334,0,0,1,0,1,15531,5,g,2243,1,196,12,1,0.66,1.98,0.74,0.619,1.24,3.45,3.78,3.1,3.27,3.71,12,12,12,,3.3,high,
335,335,0,0,1,0,1,15185,5,g,2208,1,99,5,1,0,0,0,,0,4.88,5.74,4.04,6.27,4.69,5,5,5,,4.3,high,FLAGGED
336,336,0,0,1,0,1,15185,5,g,2208,1,99,10,1,1.53,4.42,1.14,1.242,2.2,2.87,3.52,2.45,3.03,2.63,10,10,10,,4.3,high,
337,337,0,0,1,1,0,16000,5,g,2281,1,119,14,1,3.43,3.88,2.87,0.011,5.6,3.14,3.85,2.82,3.49,3.15,14,14,14,,4.3,high,
338,338,0,0,1,0,1,16000,5,g,2281,1,119,13,1,5.32,3.68,3.83,1.433,7.08,4.54,5.08,4.22,4.61,4.57,12,12,12,,4.3,high,
339,339,0,0,1,1,0,16000,5,g,2281,1,119,15,0,1.27,1.78,1.08,1.029,1.4,4.51,4.83,4.61,4.66,4.22,16,16,16,,4.3,high,
340,340,0,0,1,1,0,16052,5,g,2281,2,120,15,1,0.54,0.84,0.28,0.324,0.54,4.19,4.47,4.03,4.26,3.77,16,16,16,,4.3,high,
341,341,0,0,1,0,1,15194,5,g,2208,1,281,16,1,11.03,17.02,10.07,8.143,11.52,5.65,6.38,5.38,5.44,4.43,16,16,16,,3.8,high,
342,342,1,0,0,0,1,18476,5,g,2533,1,172,18,1,5.65,5.38,5.25,3.099,4.05,2.92,3.19,2.76,2.87,2.92,18,18,18,0,3.8,high,
343,343,0,0,1,0,1,15196,5,g,2208,1,95,12,0,0,0,0,,15.08,3.52,3.74,3.98,3.4,4.12,12,12,12,,3,low,
344,344,0,0,1,0,1,18319,5,g,2499,1,243,13,1,3.88,4.43,4.98,2.402,7.13,3.96,4.5,3.84,3.87,4.41,12,12,12,,3,low,
345,345,0,0,1,1,0,15279,4,g,2214,2,164,15,0,4.75,3.59,5.34,3.413,6.27,3.79,3.85,3.57,3.51,3.6,14,14,14,,2.8,low,
346,346,1,0,0,1,0,16178,3,g,2287,1,102,19,0,16.55,17.44,19.47,10.444,15.36,4.35,4.91,4.34,4.78,4.78,19,19,19,,2.6,low,
347,347,1,0,0,0,1,18075,3,g,2461,1,79,6,1,14.02,16.97,15.59,9.529,6.17,5.52,6.43,6.21,6.83,5.41,5,5,5,0,2.6,low,
348,348,1,0,0,1,0,18075,3,g,2461,1,79,14,1,8.43,8.07,8.03,2.848,13.58,4.83,4.87,4.26,4.81,4.47,14,14,14,0,2.6,low,
349,349,1,0,0,1,0,18075,3,g,2461,1,79,7,1,8.29,7.38,9.49,6.236,9.98,7.74,8.5,6.97,7.27,7.42,6,6,6,0,2.6,low,
350,350,0,0,1,1,0,18075,3,g,2461,1,79,8,1,10.94,10.36,10.62,8.275,10.86,7.77,8.39,7.33,8.07,7.2,7,7,7,,2.6,low,
351,351,1,0,0,1,0,18287,3,g,2518,1,94,15,1,3.49,3.15,4.98,3.15,4.47,2.44,2.67,2.52,3.2,2.92,15,15,15,0,2.6,low,
352,352,0,0,1,0,1,16068,5,g,2294,1,226,12,1,5.13,5.06,4.02,2.464,4.62,3.99,3.88,3.7,4.18,4.42,11,11,11,,4,high,
353,353,0,0,1,0,1,18155,5,w,2497,1,74,19,1,4,7.57,2.38,1.567,2.28,3.34,3.72,2.98,2.81,2.94,19,19,19,,4,high,
354,354,0,0,1,1,0,18194,5,g,2499,1,379,8,1,8.26,6.58,10.79,3.784,5.11,4.79,5.07,5.83,6.05,5.79,7,7,7,,3.6,high,
355,355,0,0,1,0,1,18385,4,w,2528,1,53,19,1,15.76,17.13,17.74,14.736,18.04,3.34,4.01,3.32,3.78,3.73,19,19,19,,2.3,low,
356,356,1,0,0,0,1,18504,4,w,2530,1,171,9,0,7.47,8.69,7.8,4.864,4.16,3.97,4.76,3.79,3.97,4.24,8,8,8,,3.6,high,
357,357,1,0,0,0,1,18421,4,w,2531,1,145,16,1,13.14,13.31,11.86,4.021,3.77,3.97,4.28,3.58,3.72,3.53,17,17,17,0,2.6,low,
358,358,0,0,1,1,0,18421,4,w,2531,1,145,20,0,6.81,7.92,6.97,5.045,6.57,4.92,4.93,4.8,4.86,5.02,20,20,20,,2.6,low,
359,359,0,0,1,0,1,18454,5,g,2536,1,238,9,0,2.1,3.91,3.97,,6.2,4.13,4.62,3.87,,3.91,11,11,11,,4.5,high,
360,360,0,0,1,1,0,18483,5,g,2536,2,286,13,1,6.94,7.27,7.54,5.332,8.8,3.99,4.36,3.73,4.58,4.52,12,12,12,,3.6,high,
361,361,0,0,1,1,0,32064,5,l,4197,1,127,12,1,12.59,13.48,9.34,,6.96,5.46,6.17,5.53,,4.66,21,21,21,,4.3,high,
362,362,1,0,0,1,0,32066,5,r,4199,1,143,20,1,0.95,1.06,0.82,0.731,1.15,5.21,5.49,5.18,4.92,4.38,19,19,19,0,4.3,high,
363,363,0,0,1,0,1,32631,5,l,4282,1,131,18,0,1.46,1.9,1.69,,1.89,6.44,6.85,5.55,,5.19,24,24,24,,4.3,high,
364,364,0,0,1,1,0,33768,5,l,4353,1,175,12,1,4.85,4.85,5.36,3.169,4.09,4.56,5.22,4.74,4.33,3.63,12,12,12,,4.3,high,
365,365,1,0,0,1,0,33267,5,w,4375,1,33,19,1,0,0,0,,0,3.87,4.19,3.69,3.68,3.53,19,19,19,0,4.3,high,FLAGGED
366,366,1,0,0,0,1,34067,5,l,4466,1,178,13,0,6.52,7.39,6.11,,8.69,5.05,5.06,4.64,,4.8,17,17,17,,4.3,high,
367,367,0,0,1,1,0,34521,5,w,4531,1,206,14,1,5.93,5.83,5.31,4.313,7.27,3.84,4.51,3.94,3.85,4.1,13,13,13,,4.3,high,
368,368,0,0,1,1,0,32118,5,l,4197,1,131,15,1,5.53,5.31,5.14,0.122,10.22,5.11,5.33,5.35,5.66,4,20,20,20,,2.3,low,
369,369,0,0,1,0,1,31995,4,w,4207,1,479,19,0,6.45,7.41,5.9,,6.27,4.7,5.13,4.44,,3.8,23,23,23,,2.3,low,
370,370,0,0,1,1,0,31995,4,w,4207,1,479,6,0,10.19,8.94,9.98,6.325,12.1,6,6.4,6.62,9.24,7.38,7,7,7,,2.3,low,
371,371,0,0,1,1,0,31995,4,w,4207,1,479,15,1,8.33,8.12,7.77,4.866,7.84,3.53,3.73,3.16,3.53,3.55,14,14,14,,2.3,low,
372,372,1,0,0,1,0,32313,5,l,4257,1,162,19,1,6.74,7.71,6.46,,5.23,4.03,4.3,3.65,,2.68,23,23,23,0,2.3,low,
373,373,0,0,1,0,1,35743,5,l,4604,1,137,20,1,0.65,0.95,0.41,0.189,0.28,4.16,4.51,3.58,3.63,3.66,20,20,20,,2.3,low,
374,374,0,0,1,1,0,35743,5,l,4604,1,137,15,1,2.93,3.67,2.99,1.897,4.28,3.77,4.2,3.47,3.86,3.84,14,14,14,,2.3,low,
375,375,0,0,1,1,0,32224,5,l,4197,1,191,16,0,9.1,9,8.97,6.137,6.63,4.59,5.19,4.28,4.86,4.31,19,19,19,,3.6,high,
376,376,1,0,0,1,0,32224,5,l,4197,1,191,12,0,6.34,6.92,6.02,3.796,6.25,4.51,5.34,4.76,5.96,4.2,12,12,12,,3.6,high,
377,377,0,0,1,1,0,32595,5,l,4282,1,259,12,1,0.18,0.29,0.18,0.29,0.13,3.5,4.25,3.39,3.94,3.69,12,12,12,,3.6,high,
378,378,1,0,0,1,0,33224,5,w,4349,1,484,19,1,3.73,4.68,3.21,2.379,3.86,4.37,4.79,3.96,3.95,3.79,19,19,19,0,3.6,high,
379,379,1,0,0,1,0,33224,5,w,4349,1,484,16,1,6.68,6.16,5.8,3.376,5.93,3.49,3.83,2.72,3.11,3.56,16,16,16,0,3.6,high,
380,380,0,0,1,0,1,33224,5,w,4349,1,484,14,1,4.87,5.22,3.82,2.579,4.43,4.44,4.6,4.28,4.01,4.39,14,14,14,,3.6,high,
381,381,0,0,1,1,0,33224,5,w,4349,1,484,17,1,6.53,7.27,7.07,5.169,7.83,4.82,5.19,4.55,4.55,3.64,17,17,17,,3.6,high,
382,382,0,0,1,1,0,33971,5,w,4350,1,576,13,1,2.95,2.83,3.74,1.775,2.55,3.75,4.17,3.7,3.66,3.89,15,15,15,,3.6,high,
383,383,1,0,0,1,0,33971,5,w,4350,1,576,19,1,3.73,4.68,3.21,2.379,3.86,3.94,4.25,3.55,3.63,3.6,19,19,19,0,3.6,high,
384,384,0,0,1,1,0,33971,5,w,4350,1,576,17,1,3.51,4.61,1.78,0.692,1.89,2.91,3.13,2.93,3.51,3.4,18,18,18,,3.6,high,
385,385,0,0,1,0,1,33971,5,w,4350,1,576,17,1,4.73,5.65,4.1,2.777,4.55,4.07,4.17,4.04,3.77,4.2,17,17,17,,3.6,high,
386,386,0,0,1,1,0,33971,5,w,4350,1,576,16,0,8.67,8.61,7.47,5.423,7.7,5.94,5.87,5.96,5.42,5.83,15,15,15,,3.6,high,
387,387,0,0,1,1,0,34153,5,w,4479,1,586,20,1,3.66,3.87,2.3,,6.16,3.94,4.3,3.27,,2.94,24,24,24,,3.6,high,
388,388,0,0,1,1,0,34153,5,w,4479,1,586,15,1,12.8,11.06,12.66,8.601,12.28,4.48,4.94,4.47,4.4,3.85,15,15,15,,3.6,high,
389,389,0,0,1,1,0,34153,5,w,4479,1,586,18,1,4.08,4.76,3.72,0.01,9.19,4.72,5.61,4.6,4.26,3.95,18,18,18,,3.6,high,
390,390,0,0,1,1,0,34153,5,w,4479,1,586,19,1,7.2,8.34,6.69,4.532,6.34,3.94,4.31,3.81,3.81,3.31,20,20,20,,3.6,high,
391,391,0,0,1,1,0,34153,5,w,4479,1,586,16,1,6.41,6.4,6.82,4.886,6.03,3.36,3.44,3.34,3.84,3.47,16,16,16,,3.6,high,
392,392,1,0,0,1,0,34153,5,w,4479,1,586,17,0,11.03,10.32,11.51,5.031,8.87,4.89,5.2,4.75,4.87,4.5,17,17,17,,3.6,high,
393,393,0,0,1,1,0,34153,5,w,4479,1,586,15,1,8.21,8.97,9.61,,7.16,4.79,5.21,4.47,,4.43,16,16,16,,3.6,high,
394,394,0,0,1,1,0,34153,5,w,4479,1,586,18,1,6.52,5.78,5.62,3.081,5.37,2.39,2.99,2.02,2.35,2.55,18,18,18,,3.6,high,
395,395,1,0,0,0,1,34909,5,g,4560,1,122,12,1,6.06,5.42,5.37,3.629,4.96,3.22,3.3,3.42,4.11,4.15,12,12,12,0,3.6,high,
396,396,0,0,1,1,0,35695,5,w,4641,1,305,12,1,5.48,5.28,5.85,,5.58,4.37,5.05,4.36,,4.44,12,12,12,,3.6,high,
397,397,0,0,1,1,0,35695,5,w,4641,1,305,8,1,4.82,4.6,5.79,3.553,4.3,4.34,4.87,4.29,5.39,5.07,8,8,8,,3.6,high,
398,398,0,0,1,0,1,35695,5,w,4641,1,305,10,1,10.6,9.36,9.5,8.459,10.23,5.55,5.73,5.11,6.44,5.54,9,9,9,,3.6,high,
399,399,0,0,1,1,0,35695,5,w,4641,1,305,12,1,4.69,4.78,2.65,1.095,0,5.81,6.84,5.95,6.05,5.5,11,11,11,,3.6,high,FLAGGED
400,400,1,0,0,1,0,35770,5,w,4644,1,416,15,1,2.31,3.14,2.19,1.048,1.64,3.62,4.12,3.13,3.48,3.22,16,16,16,0,3.6,high,
401,401,1,0,0,0,1,35770,5,w,4644,1,416,14,1,2.67,2.65,2.37,0.714,1.25,4.45,5.15,4.23,4.62,4.75,13,13,13,0,3.6,high,
402,402,0,0,1,1,0,32187,5,r,4199,1,536,15,0,8.53,8.43,7.68,4.882,10.48,6.29,7.1,6.58,7.34,5.47,18,18,18,,2.8,low,
403,403,0,0,1,1,0,32187,5,r,4199,1,536,19,0,5.62,4.19,6.3,4.297,5.83,5.21,5.36,5.05,5.47,5.11,22,22,22,,2.8,low,
404,404,0,0,1,1,0,32594,5,g,4255,1,180,17,0,5.3,5,5.34,0.069,8.38,4.68,5.25,4.58,4.93,5.06,16,16,16,,2.8,low,
405,405,1,0,0,1,0,33005,5,g,4315,1,230,10,1,10.76,13.04,7.61,4.405,5.96,4.21,4.67,3.18,3.32,3.1,12,12,12,0,2.8,low,
406,406,0,0,1,1,0,33005,5,g,4315,1,230,12,1,4.64,5.31,3.76,2.719,4.68,3.38,3.81,3.29,3.68,3.86,12,12,12,,2.8,low,
407,407,1,0,0,0,1,35652,5,g,4607,1,123,13,1,3.15,3.54,4.37,2.981,3.82,3.98,4.24,3.73,4.18,4.35,13,13,13,0,2.8,low,
408,408,0,0,1,1,0,32112,4,w,4207,1,643,18,1,2.95,2.5,1.84,1.056,1.43,4.01,4.58,3.64,3.86,3.82,18,18,18,,3.7,high,
409,409,0,0,1,0,1,32112,4,w,4207,1,643,17,1,3.14,5.84,1.96,2.11,1.63,5.06,5.68,4.68,4.67,4.76,17,17,17,,3.7,high,
410,410,0,0,1,1,0,32109,4,g,4247,1,139,18,1,9.01,8.22,9.42,5.595,9.58,4.25,4.53,4.57,4.57,4.45,18,18,18,,3.7,high,
411,411,0,0,1,0,1,32300,4,g,4247,2,141,14,1,0.88,2.2,0.89,0.975,1.85,2.89,2.88,2.81,3.87,3.36,15,15,15,,3.7,high,
412,412,0,0,1,1,0,32593,5,g,4255,1,177,16,1,5.19,8.13,6.84,4.844,12.21,4.08,5.14,3.8,4.25,4.27,16,16,16,,3.1,low,
413,413,0,0,1,1,0,32593,5,g,4255,1,177,14,1,0.97,0.82,1.49,0.873,0.76,3.75,4.32,3.9,3.58,3.74,16,16,16,,3.1,low,
414,414,1,0,0,1,0,33273,5,w,4349,1,524,13,1,8.01,8.73,8.27,4.792,6.68,4.42,4.35,4.19,4.39,4.11,12,12,12,0,4.3,high,
415,415,0,1,1,0,1,33273,5,w,4349,1,524,17,1,6.5,6.32,5.2,2.133,5.07,4.18,4.12,3.49,3.97,4.11,18,18,18,1,4.3,high,
416,416,1,0,0,1,0,33273,5,w,4349,1,524,18,1,7.78,8.32,7.33,,7.52,3.15,3.59,3.01,,3.15,19,19,19,0,4.3,high,
417,417,0,0,1,1,0,33273,5,w,4349,1,524,19,0,4.09,4.01,3.68,2.422,2.93,4.57,5.07,4.32,4.25,3.98,19,19,19,,4.3,high,
418,418,0,0,1,1,0,33273,5,w,4349,1,524,14,0,8.64,7.81,8.35,5.449,9.18,3.87,4.14,3.59,4.05,4.15,13,13,13,,4.3,high,
419,419,1,0,0,1,0,33904,5,w,4350,1,528,11,1,6.37,6.32,5.49,3.9,4.98,4.18,4.25,3.79,3.33,3.19,11,11,11,0,4.3,high,
420,420,0,1,1,0,1,33904,5,w,4350,1,528,19,1,6.53,6.18,5.88,2.604,5.23,3.55,3.8,3.39,3.65,3.73,20,20,20,1,4.3,high,
421,421,0,0,1,1,0,33904,5,w,4350,1,528,18,1,4.01,3.11,4.18,2.114,3.73,4.08,4.68,3.71,3.35,3.5,19,19,19,,4.3,high,
422,422,0,0,1,1,0,33904,5,w,4350,1,528,11,1,8.64,7.81,8.35,5.449,9.18,3.89,4.34,3.55,4.39,4.52,10,10,10,,4.3,high,
423,423,0,0,1,1,0,33685,5,w,4430,1,262,18,1,3.88,4.11,3.2,2.391,3.89,3.92,4.34,3.67,4.17,4.35,18,18,18,,4.3,high,
424,424,0,0,1,0,1,34815,5,w,4479,1,705,13,0,2.38,7.05,1.38,1.561,3.83,4.45,5.19,4.44,4.51,4.71,13,13,13,,4.3,high,
425,425,0,0,1,0,1,35075,5,w,4480,1,673,14,1,2.38,7.05,1.38,1.561,3.83,3.34,4.03,3.37,3.56,3.9,14,14,14,,4.3,high,
426,426,0,0,1,0,1,34762,5,w,4496,1,228,14,1,1.06,0.99,1.37,0.849,0.9,4.82,5.23,4.72,4.9,5.08,15,15,15,,4.3,high,
427,427,1,0,0,1,0,35522,5,w,4597,1,1432,20,0,4.82,4.09,5.95,3.521,5.68,3.88,4.27,3.58,3.66,3.42,21,21,21,,4.3,high,
428,428,0,0,1,1,0,35785,5,w,4598,1,1502,18,1,3.29,3.59,2.4,0.04,3.82,2.91,3.16,3.03,2.94,2.67,19,19,19,,4.3,high,
429,429,1,0,0,1,0,35785,5,w,4598,1,1502,19,1,5.87,5.21,6.53,3.908,6,3.52,3.87,3.3,3.52,3.23,20,20,20,0,4.3,high,
430,430,0,0,1,0,1,35690,5,w,4641,1,277,18,0,11.14,11.64,10.82,8.099,15.36,4.81,5.2,4.82,5.21,4.89,18,18,18,,4.3,high,
431,431,0,0,1,0,1,35760,5,w,4644,1,458,18,1,11.14,11.64,10.82,8.099,15.36,4.55,4.81,4.27,4.82,4.57,18,18,18,,4.3,high,
432,432,0,0,1,0,1,35760,5,w,4644,1,458,12,0,9.95,11.01,9.81,6.831,13.31,5.61,5.72,5.54,5.99,5.88,12,12,12,,4.3,high,
433,433,0,0,1,0,1,33534,3,g,4379,1,110,9,0,13.2,12.43,12.77,8.514,15.71,5.25,5.03,5.23,5.75,6.42,8,8,8,,2.9,low,
434,434,0,0,1,0,1,34466,3,w,4545,1,101,19,1,8.83,9.32,9.25,5.761,10.21,3.96,4.57,4.22,4.11,4.37,19,19,19,,2.9,low,
435,435,0,0,1,1,0,33885,3,r,4385,1,10,10,1,12.38,13.32,13.93,9.11,13.42,5.16,5.52,5.07,4.3,4.44,11,11,11,,2.7,low,
436,436,0,0,1,1,0,34200,3,g,4498,1,57,8,0,8.29,7.51,10.09,6.112,8.97,6.46,7.51,7.37,7.09,5.7,8,8,8,,2,low,
437,437,0,1,1,0,1,34200,3,g,4498,1,57,11,1,6.93,8.16,6.89,4.525,4.16,5.65,6.27,5.39,5.93,4.94,12,12,12,1,2,low,
438,438,0,0,1,1,0,37710,4,r,4841,1,524,9,1,3.32,4.41,2.52,1.607,1.95,5.17,6.06,5.05,5.75,4.67,10,10,10,,2,low,
439,439,0,0,1,0,1,37710,4,r,4841,1,524,19,1,10.92,11.34,11.21,7.41,11.02,3.81,4.02,3.58,3.56,3.61,21,21,21,,2,low,
440,440,0,0,1,1,0,37710,4,r,4841,1,524,15,1,7.03,9.03,6.57,3.954,7.37,3.14,3.76,3.28,3.07,3.26,16,16,16,,2,low,
441,441,0,0,1,1,0,34470,3,r,4499,1,165,16,0,6.39,6.05,5.04,4.191,6.7,4.32,4.33,3.7,3.88,3.53,17,17,17,,2,low,
442,442,0,0,1,0,1,35217,3,w,4599,1,820,11,0,3.54,4.98,2.53,3.008,2.49,5.54,5.83,5.25,6.2,5.79,10,10,10,,2,low,
443,443,0,0,1,0,1,35793,3,r,4640,1,124,15,0,6.91,8.16,5.47,4.648,3.79,5.04,5.13,4.83,5,4.34,16,16,16,,2,low,
444,444,1,0,0,1,0,37568,4,g,4883,1,87,16,1,8.97,7.64,10.31,6.241,7.96,4.28,4.56,4.09,4.29,4.24,16,16,16,0,2,low,
445,445,1,0,0,0,1,34967,3,g,4546,1,89,9,0,8.9,10.11,11.58,,12.21,5.14,5.62,5.96,,5,11,11,11,,2,low,
446,446,1,0,0,0,1,34967,3,g,4546,1,89,9,0,8.9,10.11,11.58,,12.21,5.14,5.62,5.96,,5,11,11,11,,2.9,low,
447,447,1,0,0,1,0,34967,3,g,4546,1,89,10,1,8.46,7.22,9.03,6.47,9.1,3.6,4.21,3.59,3.28,3.7,10,10,10,0,2,low,
448,448,1,0,0,1,0,34967,3,g,4546,1,89,10,1,8.46,7.22,9.03,6.47,9.1,3.6,4.21,3.59,3.28,3.7,10,10,10,0,2.9,low,
449,449,1,0,0,0,1,34967,3,g,4546,1,89,12,1,8.12,7.98,7.45,4.89,8.63,3.54,3.93,3.48,3.39,3.37,12,12,12,0,2,low,
450,450,1,0,0,0,1,34967,3,g,4546,1,89,12,1,8.12,7.98,7.45,4.89,8.63,3.54,3.93,3.48,3.39,3.37,12,12,12,0,2.9,low,
451,451,1,0,0,0,1,34968,3,g,4546,2,89,10,0,8.6,10.23,9.33,,12.81,5.01,5.72,5.68,,5.46,11,11,11,,2,low,
452,452,1,0,0,0,1,34968,3,g,4546,2,89,10,0,8.6,10.23,9.33,,12.81,5.01,5.72,5.68,,5.46,11,11,11,,2.9,low,
453,453,1,0,0,1,0,34968,3,g,4546,2,89,11,1,8.61,7.15,8.4,6.175,8.71,3.64,4.16,3.32,3.77,4.05,10,10,10,0,2,low,
454,454,1,0,0,1,0,34968,3,g,4546,2,89,11,1,8.61,7.15,8.4,6.175,8.71,3.64,4.16,3.32,3.77,4.05,10,10,10,0,2.9,low,
455,455,1,0,0,0,1,34968,3,g,4546,2,89,13,1,8.19,8.05,7.89,4.822,7.5,3.56,3.95,3.51,3.84,3.8,12,12,12,0,2,low,
456,456,1,0,0,0,1,34968,3,g,4546,2,89,13,1,8.19,8.05,7.89,4.822,7.5,3.56,3.95,3.51,3.84,3.8,12,12,12,0,2.9,low,
457,457,0,0,1,0,1,35802,3,g,4643,1,51,9,0,9.76,9.76,11.76,9.434,11.75,5.01,5.47,4.98,4.8,5.44,9,9,9,,2,low,
458,458,0,0,1,0,1,35802,3,g,4643,1,51,9,0,9.76,9.76,11.76,9.434,11.75,5.01,5.47,4.98,4.8,5.44,9,9,9,,2.9,low,
459,459,0,0,1,0,1,35802,3,g,4643,1,51,11,0,5.28,7.68,3.87,,3.32,6.28,7.16,5.33,,5.32,14,14,14,,2,low,
460,460,0,0,1,0,1,35802,3,g,4643,1,51,11,0,5.28,7.68,3.87,,3.32,6.28,7.16,5.33,,5.32,14,14,14,,2.9,low,
461,461,1,0,0,1,0,43471,3,w,5533,1,222,20,1,4.41,5.96,5.04,3.844,7.86,4.54,4.75,4.33,4.16,4.41,19,19,19,0,2,low,
462,462,1,0,0,1,0,43471,3,w,5533,1,222,20,1,4.41,5.96,5.04,3.844,7.86,4.54,4.75,4.33,4.16,4.41,19,19,19,0,2.9,low,
463,463,0,0,1,1,0,43471,3,w,5533,1,222,13,0,5.21,5.89,6.19,3.711,8.03,5.74,6.11,5.58,5.38,6.02,12,12,12,,2,low,
464,464,0,0,1,1,0,43471,3,w,5533,1,222,13,0,5.21,5.89,6.19,3.711,8.03,5.74,6.11,5.58,5.38,6.02,12,12,12,,2.9,low,
465,465,0,0,1,0,1,36118,4,g,4665,1,55,10,0,12.79,13.84,10.27,5.663,7.57,4.68,5.39,4.67,4.42,4.94,9,9,9,,3.5,high,
466,466,1,0,0,1,0,36426,4,g,4735,1,48,11,1,11.59,12.49,12.75,7.798,11.94,4.52,4.85,4.7,5.4,3.96,10,10,10,0,3.5,high,
467,467,0,0,1,1,0,38618,5,w,5008,1,106,20,0,6.73,7.52,6.12,,6.04,4.12,4.4,3.46,,3.51,23,23,23,,3.5,high,
468,468,0,0,1,0,1,39807,5,r,5111,1,54,9,1,4.8,4.99,5.42,4.355,4.89,3.62,3.96,3.21,4.4,4.09,10,10,10,,3.5,high,
469,469,0,0,1,1,0,41035,5,w,5239,1,117,11,0,6.09,5.82,4.89,3.446,6.57,4.04,4.47,3.88,4.34,4.48,13,13,13,,3.5,high,
470,470,1,0,0,0,1,41035,5,w,5239,1,117,15,1,8.76,8.01,9.4,5.038,7.55,3.62,4.32,3.54,3.72,4.16,18,18,18,0,3.5,high,
471,471,0,0,1,0,1,41547,5,g,5286,1,34,9,0,14.28,18.59,21.36,12.018,0,5.4,5.67,5.61,5.05,4.67,11,11,11,,3.5,high,FLAGGED
472,472,1,0,0,0,1,41547,5,g,5286,1,34,8,1,7.02,6.57,7.16,3.508,5.63,5.42,6.29,4.61,5.46,5.44,8,8,8,0,3.5,high,
473,473,1,0,0,1,0,35948,4,w,4681,1,221,17,1,4.65,8.35,2.88,3.484,3.31,4.52,4.82,4.3,3.75,2.89,18,18,18,0,4,high,
474,474,0,0,1,1,0,37195,4,w,4828,1,401,15,0,2.78,2.52,3.29,0.032,6.93,4.53,4.71,4.03,4.08,4.04,15,15,15,,4,high,
475,475,0,0,1,1,0,41037,5,w,5239,1,143,16,0,4.09,4.83,2.88,2.194,5.25,5.61,6.17,5.33,5.58,4.86,16,16,16,,4,high,
476,476,0,0,1,1,0,41037,5,w,5239,1,143,12,1,2.92,4.21,2.35,1.648,1.97,5.1,5.72,4.69,5.1,4.04,15,15,15,,4,high,
477,477,0,0,1,1,0,41037,5,w,5239,1,143,16,1,4.96,6.33,2.67,1.947,4.77,5.67,5.93,4.96,4.59,4.86,16,16,16,,4,high,
478,478,0,0,1,0,1,41350,5,w,5279,1,124,12,1,6.77,7.31,7.72,5.137,6.88,5.13,5.28,5.16,5.29,5.26,11,11,11,,4,high,
479,479,0,0,1,0,1,41465,5,w,5282,1,180,16,1,5.3,3.67,4.39,2.337,3.65,4.14,4.62,3.94,4.2,4.68,16,16,16,,4,high,
480,480,1,0,0,1,0,36284,3,w,4692,1,115,12,0,8.21,7.37,8,6.27,9.26,4.42,4.71,4,4.61,4.73,12,12,12,,3.5,high,
481,481,1,0,0,1,0,36359,3,w,4692,2,178,18,0,6.67,6.92,7.93,5.838,9.71,3.16,3.65,2.91,3.24,3.51,18,18,18,,3.5,high,
482,482,0,0,1,1,0,36359,3,w,4692,2,178,10,0,4.23,5.18,4.55,2.857,5.03,6.75,7.02,6.52,6.28,6.51,9,9,9,,3.5,high,
483,483,0,0,1,1,0,37102,3,r,4821,1,67,18,1,7.95,7,8.57,,9.87,4.23,4.41,3.96,,2.91,25,25,25,,3.5,high,
484,484,0,0,1,1,0,37102,3,r,4821,1,67,8,0,3.64,3,4.89,,4.83,8.37,8.71,9.66,,8.49,8,8,8,,3.5,high,
485,485,0,0,1,0,1,37299,3,g,4837,1,56,19,1,5.58,7.27,2.77,0.584,1.81,5.43,5.8,4.41,3.57,3.44,20,20,20,,3.5,high,
